schema_name;relname;index_name;indisunique
"audc_migrated";"audc_aclib_actor";"audc_aclib_role_user_id_block_type_idx";"f"
"audc_migrated";"audc_aclib_actor";"audc_aclib_actor_client_id_idx";"f"
"audc_migrated";"audc_aclib_actor_role";"audc_aclib_actor_role_role_id_idx";"f"
"audc_migrated";"audc_aclib_actor_role";"audc_aclib_actor_role_role_id_actor_id_idx";"f"
"audc_migrated";"audc_aclib_permission";"audc_aclib_permission_role_id_idx";"f"
"audc_migrated";"audc_pclib_business_object";"audc_pclib_business_object_sysname_uniq_idx";"t"
"audc_migrated";"audc_pclib_business_operation";"audc_pclib_business_operation_sysname_uniq_idx";"t"
"audc_migrated";"audc_pclib_business_service";"audc_pclib_business_service_sysname_uniq_idx";"t"
"audq_migrated";"audq_aclib_actor";"audq_aclib_role_user_id_block_type_idx";"f"
"audq_migrated";"audq_aclib_actor";"audq_aclib_actor_user_id_idx";"f"
"audq_migrated";"audq_aclib_actor";"audq_aclib_actor_client_id_idx";"f"
"audq_migrated";"audq_aclib_actor_account";"audq_aclib_actor_account_actor_id_idx";"f"
"audq_migrated";"audq_aclib_actor_role";"audq_aclib_actor_role_role_id_idx";"f"
"audq_migrated";"audq_aclib_actor_role";"audq_aclib_actor_role_role_id_actor_id_idx";"f"
"audq_migrated";"audq_aclib_client_master";"audq_aclib_client_id_idx";"f"
"audq_migrated";"audq_aclib_permission";"audq_aclib_permission_role_id_idx";"f"
"audq_migrated";"audq_pclib_business_object";"audq_pclib_business_object_sysname_uniq_idx";"t"
"audq_migrated";"audq_pclib_business_operation";"audq_pclib_business_operation_sysname_uniq_idx";"t"
"audq_migrated";"audq_pclib_business_service";"audq_pclib_business_service_sysname_uniq_idx";"t"
"auth_migrated";"auth_aclib_actor";"auth_aclib_actor_client_id_idx";"f"
"auth_migrated";"auth_aclib_actor";"auth_aclib_role_user_id_block_type_idx";"f"
"auth_migrated";"auth_aclib_actor";"auth_aclib_actor_user_id_idx";"f"
"auth_migrated";"auth_aclib_actor_account";"auth_aclib_actor_account_actor_id_idx";"f"
"auth_migrated";"auth_aclib_actor_role";"auth_aclib_actor_role_role_id_actor_id_idx";"f"
"auth_migrated";"auth_aclib_actor_role";"auth_aclib_actor_role_role_id_idx";"f"
"auth_migrated";"auth_aclib_client_master";"auth_aclib_client_id_idx";"f"
"auth_migrated";"auth_aclib_permission";"auth_aclib_permission_role_id_idx";"f"
"auth_migrated";"auth_pclib_business_object";"auth_pclib_business_object_sysname_uniq_idx";"t"
"auth_migrated";"auth_pclib_business_operation";"auth_pclib_business_operation_sysname_uniq_idx";"t"
"auth_migrated";"auth_pclib_business_service";"auth_pclib_business_service_sysname_uniq_idx";"t"
"auth_migrated";"qrtz_fired_triggers";"idx_qrtz_ft_trig_inst_name";"f"
"auth_migrated";"qrtz_triggers";"idx_qrtz_t_nft_misfire";"f"
"auth_migrated";"qrtz_triggers";"idx_qrtz_t_g";"f"
"auth_migrated";"qrtz_triggers";"idx_qrtz_t_state";"f"
"authinternal_migrated";"ain_aclib_actor";"ain_aclib_actor_client_id_idx";"f"
"authinternal_migrated";"ain_aclib_actor";"ain_aclib_actor_user_id_idx";"f"
"authinternal_migrated";"ain_aclib_actor";"ain_aclib_role_user_id_block_type_idx";"f"
"authinternal_migrated";"ain_aclib_actor_account";"ain_aclib_actor_account_actor_id_idx";"f"
"authinternal_migrated";"ain_aclib_actor_role";"ain_aclib_actor_role_role_id_idx";"f"
"authinternal_migrated";"ain_aclib_actor_role";"ain_aclib_actor_role_role_id_actor_id_idx";"f"
"authinternal_migrated";"ain_aclib_client_master";"ain_aclib_client_id_idx";"f"
"authinternal_migrated";"ain_aclib_permission";"ain_aclib_permission_role_id_idx";"f"
"authinternal_migrated";"ain_pclib_business_object";"ain_pclib_business_object_sysname_uniq_idx";"t"
"authinternal_migrated";"ain_pclib_business_operation";"ain_pclib_business_operation_sysname_uniq_idx";"t"
"authinternal_migrated";"ain_pclib_business_service";"ain_pclib_business_service_sysname_uniq_idx";"t"
"authmb";"authmb_qrtz_fired_triggers";"idx_ft_trig_inst_name";"f"
"authmb";"authmb_qrtz_triggers";"idx_t_nft_misfire";"f"
"authmb";"authmb_qrtz_triggers";"idx_t_g";"f"
"authmb";"authmb_qrtz_triggers";"idx_t_state";"f"
"autosign_migrated";"as_aclib_actor";"as_aclib_actor_client_id_idx";"f"
"autosign_migrated";"as_aclib_actor";"as_aclib_actor_user_id_idx";"f"
"autosign_migrated";"as_aclib_actor_account";"as_aclib_actor_account_actor_id_idx";"f"
"autosign_migrated";"as_aclib_actor_role";"as_aclib_actor_role_role_id_actor_id_idx";"f"
"autosign_migrated";"as_aclib_actor_role";"as_aclib_actor_role_role_id_idx";"f"
"autosign_migrated";"as_aclib_permission";"as_aclib_permission_role_id_idx";"f"
"autosign_migrated";"as_pclib_business_object";"as_pclib_business_object_sysname_uniq_idx";"t"
"autosign_migrated";"as_pclib_business_operation";"as_pclib_business_operation_sysname_uniq_idx";"t"
"autosign_migrated";"as_pclib_business_service";"as_pclib_business_service_sysname_uniq_idx";"t"
"b2bpay";"b2bp_aclib_actor";"b2bp_aclib_actor_client_id_idx";"f"
"b2bpay";"b2bp_aclib_actor";"b2bp_aclib_actor_user_id_idx";"f"
"b2bpay";"b2bp_aclib_actor_account";"b2bp_aclib_actor_account_actor_id_idx";"f"
"b2bpay";"b2bp_aclib_actor_role";"b2bp_aclib_actor_role_role_id_idx";"f"
"b2bpay";"b2bp_aclib_actor_role";"b2bp_aclib_actor_role_role_id_actor_id_idx";"f"
"b2bpay";"b2bp_aclib_permission";"b2bp_aclib_permission_role_id_idx";"f"
"b2bpay";"b2bp_batch_doc";"b2bp_batch_doc_batch_id_idx";"f"
"b2bpay";"b2bp_check_matrix";"b2bp_check_matrix_doc_type_id_idx";"f"
"b2bpay";"b2bp_check_message";"b2bp_check_message_check_id_idx";"f"
"b2bpay";"b2bp_check_version";"b2bp_check_version_check_id_idx";"f"
"b2bpay";"b2bp_doc_check";"b2bp_doc_check_matrix_id_idx";"f"
"b2bpay";"b2bp_doc_signer";"b2bp_doc_signer_doc_id_idx";"f"
"b2bpay";"b2bp_dra_qrtz_fired_triggers";"dra_idx_qrtz_ft_trig_inst_name";"f"
"b2bpay";"b2bp_dra_qrtz_triggers";"dra_idx_qrtz_t_g";"f"
"b2bpay";"b2bp_dra_qrtz_triggers";"dra_idx_qrtz_t_state";"f"
"b2bpay";"b2bp_dra_qrtz_triggers";"dra_idx_qrtz_t_nft_misfire";"f"
"b2bpay";"b2bp_edoc_digest";"b2bp_edoc_digest_uuid_idx";"f"
"b2bpay";"b2bp_package_item";"b2bp_package_item_package_id_idx";"f"
"b2bpay";"b2bp_payment";"b2bp_payment_uuid_idx";"f"
"b2bpay";"b2bp_payment_activated_models";"b2bp_payment_activated_models_payment_id_idx";"f"
"b2bpay";"b2bp_rule_param";"b2bp_rule_param_rule_id_idx";"f"
"b2bpay";"qrtz_fired_triggers";"idx_qrtz_ft_trig_inst_name";"f"
"b2bpay";"qrtz_triggers";"idx_qrtz_t_g";"f"
"b2bpay";"qrtz_triggers";"idx_qrtz_t_nft_misfire";"f"
"b2bpay";"qrtz_triggers";"idx_qrtz_t_state";"f"
"b2bref";"b2br_aclib_actor";"b2br_aclib_actor_user_id_idx";"f"
"b2bref";"b2br_aclib_actor";"b2br_aclib_actor_client_id_idx";"f"
"b2bref";"b2br_aclib_actor_account";"b2br_aclib_actor_account_actor_id_idx";"f"
"b2bref";"b2br_aclib_actor_role";"b2br_aclib_actor_role_role_id_actor_id_idx";"f"
"b2bref";"b2br_aclib_actor_role";"b2br_aclib_actor_role_role_id_idx";"f"
"b2bref";"b2br_aclib_permission";"b2br_aclib_permission_role_id_idx";"f"
"b2bref";"b2br_batch_doc";"b2br_batch_doc_batch_id_idx";"f"
"b2bref";"b2br_check_matrix";"b2br_check_matrix_doc_type_id_idx";"f"
"b2bref";"b2br_check_message";"b2br_check_message_check_id_idx";"f"
"b2bref";"b2br_check_version";"b2br_check_version_check_id_idx";"f"
"b2bref";"b2br_doc_check";"b2br_doc_check_matrix_id_idx";"f"
"b2bref";"b2br_doc_signer";"b2br_doc_signer_doc_id_idx";"f"
"b2bref";"b2br_dra_qrtz_fired_triggers";"dra_idx_qrtz_ft_trig_inst_name";"f"
"b2bref";"b2br_dra_qrtz_triggers";"dra_idx_qrtz_t_state";"f"
"b2bref";"b2br_dra_qrtz_triggers";"dra_idx_qrtz_t_nft_misfire";"f"
"b2bref";"b2br_dra_qrtz_triggers";"dra_idx_qrtz_t_g";"f"
"b2bref";"b2br_edoc_digest";"b2br_edoc_digest_uuid_idx";"f"
"b2bref";"b2br_package_item";"b2br_package_item_package_id_idx";"f"
"b2bref";"b2br_reference";"b2br_reference_uuid_idx";"f"
"b2bref";"b2br_reference_activated_models";"b2br_reference_activated_models_reference_id_idx";"f"
"b2bref";"b2br_rule_param";"b2br_rule_param_rule_id_idx";"f"
"b2bref";"qrtz_fired_triggers";"idx_qrtz_ft_trig_inst_name";"f"
"b2bref";"qrtz_triggers";"idx_qrtz_t_g";"f"
"b2bref";"qrtz_triggers";"idx_qrtz_t_nft_misfire";"f"
"b2bref";"qrtz_triggers";"idx_qrtz_t_state";"f"
"b2cpay";"b2cp_aclib_actor";"b2cp_aclib_actor_user_id_idx";"f"
"b2cpay";"b2cp_aclib_actor";"b2cp_aclib_actor_client_id_idx";"f"
"b2cpay";"b2cp_aclib_actor";"b2cp_aclib_role_user_id_block_type_idx";"f"
"b2cpay";"b2cp_aclib_actor_account";"b2cp_aclib_actor_account_actor_id_idx";"f"
"b2cpay";"b2cp_aclib_actor_role";"b2cp_aclib_actor_role_role_id_idx";"f"
"b2cpay";"b2cp_aclib_actor_role";"b2cp_aclib_actor_role_role_id_actor_id_idx";"f"
